Name,Year,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Life is Strange,2016,0.04,0.01,0.03,0,0
Need for Speed: ProStreet,2007,0.04,0,0.04,0,0.01
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,2008,0.04,0,0,0.04,0
Mechanic Escape,2012,0.04,0,0,0.04,0
Pro Evolution Soccer 2016,2015,0.04,0,0.04,0,0
Twilight Syndrome: Kinjiratera Toshi Densetsu,2008,0.04,0,0,0.04,0
True Love Story 3,2001,0.04,0,0,0.04,0
Little Battlers eXperience W,2012,0.04,0,0,0.04,0
The Smurfs,1998,0.04,0.02,0.02,0,0
Strike Force Bowling,2004,0.04,0.03,0.01,0,0
Chessmaster,2002,0.04,0.03,0.01,0,0
Blood Will Tell: Tezuka Osamu's Dororo,2004,0.04,0.02,0.02,0,0.01
The Kore Gang,2010,0.04,0.04,0,0,0
Red Ninja: End of Honor,2005,0.04,0.02,0.02,0,0.01
Kanuchi: Shiroki Tsubasa no Shou,2008,0.04,0,0,0.04,0
Summer Athletics 2009,2009,0.04,0,0.04,0,0
SX Superstar,2003,0.04,0.03,0.01,0,0
Katekyoo Hitman Reborn! Battle Arena,2008,0.04,0,0,0.04,0
Saint Seiya: The Hades,2006,0.04,0,0,0.04,0
Saki Portable,2010,0.04,0,0,0.04,0
Riding Stables: The Whitakers present Milton and Friends,2011,0.04,0,0.04,0,0
Naruto Shippuuden: Shinobi Retsuden III,2009,0.04,0,0,0.04,0
Metal Gear Solid: Digital Graphic Novel,2006,0.04,0.02,0,0.02,0
Max & the Magic Marker,2011,0.04,0,0.04,0,0
Outlaw Tennis,2005,0.04,0.03,0.01,0,0
Free Running,2009,0.04,0.02,0.02,0,0
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,2013,0.04,0,0,0.04,0
Barnyard,2006,0.04,0.04,0,0,0
SPRay,2008,0.04,0.04,0,0,0
No Rules: Get Phat,2001,0.04,0.03,0.01,0,0
Battle Rage,2008,0.04,0.04,0,0,0
Zombi Daisuki,2011,0.04,0,0,0.04,0
Igor: The Game,2008,0.04,0.04,0,0,0
LEGO Indiana Jones: The Original Adventures,2008,0.04,0.02,0.02,0,0.01
Card Fight!! Vanguard G: Stride to Victory!!,2016,0.04,0,0,0.04,0
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",2006,0.04,0,0,0.04,0
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2014,0.04,0,0,0.04,0
Challenge Me: Maths Workout,2009,0.04,0.04,0,0,0
The Invincible Iron Man,2002,0.04,0.03,0.01,0,0
NASCAR 07,2006,0.04,0.03,0.01,0,0
Refrain no Chika Meikyuu to Majo no Ryodan,2016,0.04,0,0,0.04,0
Dance Dance Revolution Disney Mix,2000,0.04,0.02,0.02,0,0
Maken Shao: Demon Sword,2001,0.04,0,0,0.04,0
Playmobil Top Agents,2010,0.04,0,0.04,0,0
The Monkey King: The Legend Begins,2007,0.04,0.04,0,0,0
Super Robot Taisen OG Infinite Battle,2013,0.04,0,0,0.04,0
Scaler,2004,0.04,0.03,0.01,0,0
Attack of the Movies 3D,2010,0.04,0.04,0,0,0
BeatMania IIDX 16: Empress + Premium Best,2009,0.04,0,0,0.04,0
FIFA Soccer 2003 (weekly jp sales),2002,0.04,0,0,0.04,0
Emergency Room: Real Life Rescues,2009,0.04,0.04,0,0,0
High Heat Baseball 2002,2001,0.04,0.02,0.02,0,0
Utawarerumono: Futari no Hakuoro,2016,0.04,0,0,0.04,0
Puyo Pop Fever,2004,0.04,0,0,0.04,0
The Sims 2: Pets,2006,0.04,0.01,0.02,0,0.01
Hana to Ikimo no Rittai Zukan,2011,0.04,0,0,0.04,0
Bloody Roar Extreme,2003,0.04,0.03,0.01,0,0
Platinum Sudoku,2007,0.04,0.03,0.01,0,0
Kamen Rider: Battride War Genesis,2016,0.04,0,0,0.04,0
Tennis Masters Series 2003,2002,0.04,0.03,0.01,0,0
The Sims Deluxe,2002,0.04,0.01,0.02,0,0.01
Port Royale 2,2004,0.04,0,0.03,0,0.01
Amagami,2014,0.04,0,0,0.04,0
Duke Nukem Trilogy: Critical Mass,2011,0.04,0.04,0,0,0
MLB SlugFest 20-04,2003,0.04,0.03,0.01,0,0
Pocket Pool,2007,0.04,0.04,0,0,0
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,2005,0.04,0,0,0.04,0
Lise no Atelier: Ordre no Renkinjutsushi,2007,0.04,0,0,0.04,0
Black & White,2001,0.04,0,0.04,0,0.01
NCIS,2011,0.04,0.01,0.02,0,0.01
The Cube,2012,0.04,0,0.04,0,0
Company of Heroes: Tales of Valor,2009,0.04,0,0.03,0,0.01
Myth Makers: Trixie in Toyland,2008,0.04,0.04,0,0,0
NatGeo Challenge! Wild Life,2010,0.04,0.04,0,0,0
Breath of Fire III,2005,0.04,0,0.03,0,0.01
Torino 2006,2006,0.04,0.03,0.01,0,0
Devil May Cry 4,2008,0.04,0.01,0.02,0,0.01
Amnesia,2011,0.04,0,0,0.04,0
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,2006,0.04,0,0,0.04,0
Fashion Week Jr. Designer,2009,0.04,0.04,0,0,0
Jewel Quest Mysteries 2: Trail of the Midnight Heart,2011,0.04,0,0.04,0,0.01
Sherlock Holmes: Secret of The Silver Earring,2010,0.04,0,0.04,0,0.01
Metal Slug 4 & 5,2005,0.04,0.03,0.01,0,0
Great Battle Full Blast,2012,0.04,0,0,0.04,0
Guilty Gear XX Accent Core,2007,0.04,0.03,0,0,0
Hitman (2016),2016,0.04,0,0.04,0,0.01
World Poker Tour,2006,0.04,0.04,0,0,0
Saint Seiya: Soldiers' Soul,2015,0.04,0,0,0.04,0
7 Days to Die,2016,0.04,0.02,0.02,0,0
Digimon Rumble Arena 2,2004,0.04,0.03,0.01,0,0
Doki Doki! PreCure Narikiri Life!,2013,0.04,0,0,0.04,0
Gravity Falls: Legend of the Gnome Gemulets,2015,0.04,0.03,0,0,0
Watashi no Relaxuma,2007,0.04,0,0,0.04,0
Phantom Kingdom Portable,2011,0.04,0,0,0.04,0
Pac-Man World Rally,2006,0.04,0.04,0,0,0
Way of the Samurai 2 Portable,2009,0.04,0,0,0.04,0
Heroes of Might and Magic V,2006,0.04,0,0.03,0,0.01
Mazes of Fate DS,2008,0.04,0.04,0,0,0
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,2008,0.04,0,0,0.04,0
Hellboy: The Science of Evil,2008,0.04,0.04,0,0,0
Virtua Tennis 4,2011,0.04,0,0.03,0,0.01
Mortimer Beckett and the Secrets of Spooky Manor,2008,0.04,0.04,0,0,0
Farm Frenzy 3,2009,0.04,0,0.03,0,0.01
GRID,,0.04,0,0.03,0,0.01
Little Busters! Converted Edition,2010,0.04,0,0,0.04,0
Unison: Rebels of Rhythm & Dance,2000,0.04,0.02,0.02,0,0.01
Ferrari Challenge Trofeo Pirelli,2008,0.04,0,0.03,0,0.01
WTF: Work Time Fun,2005,0.04,0.04,0,0,0
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,2007,0.04,0,0,0.04,0
Major League Baseball 2K12,2012,0.04,0.04,0,0,0
B.L.U.E.: Legend of Water,,0.04,0,0,0.04,0
Dark Half,1996,0.04,0,0,0.04,0
System 3 presents Ferrari Challenge Trofeo Pirelli,2008,0.04,0.03,0.01,0,0
Luxor: Pharaoh's Challenge,,0.04,0.01,0.03,0,0
Nitroplus Blasterz: Heroines Infinite Duel,2015,0.04,0.01,0,0.02,0
Imperial Glory,2005,0.04,0,0.04,0,0
Lionel Trains: On Track,2006,0.04,0.04,0,0,0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,2008,0.04,0,0,0.04,0
Shukufuku no Campanella Portable,2010,0.04,0,0,0.04,0
The Wolf Among Us,2011,0.04,0.01,0.03,0,0
Sonic PC Collection,2009,0.04,0,0.04,0,0.01
Horses 3D,2012,0.04,0.04,0,0,0
Yourself Fitness,2005,0.04,0.02,0.02,0,0.01
Chaos;Head - Love Chu*Chu!,2011,0.04,0,0,0.04,0
Lost Planet 3,2013,0.04,0,0.03,0,0.01
Paws & Claws: Regal Resort,2010,0.04,0.04,0,0,0
Hannspree Ten Kate Honda: SBK Superbike World Championship,2007,0.04,0.03,0,0,0
Star Trek: Shattered Universe,2004,0.04,0.03,0.01,0,0
12Riven: The Psi-Climinal of Integral,2008,0.04,0,0,0.04,0
Battle Spirits: Digital Starter,2010,0.04,0,0,0.04,0
Rise of Nations,2003,0.04,0.01,0.02,0,0.01
Deadliest Warrior: Ancient Combat,2012,0.04,0.04,0,0,0
WarJetz,2001,0.04,0.02,0.02,0,0.01
Breeding Stud 2,1998,0.04,0,0,0.04,0
Banushi Life Game: Winner's Circle,2007,0.04,0,0,0.04,0
Catwoman,2004,0.04,0.03,0.01,0,0
Gakuen Hetalia Portable,2011,0.04,0,0,0.04,0
Gitaroo Man Lives!,2006,0.04,0.03,0,0,0
Chibi Maruko-Chan DS: Maru-Chan no Machi,2009,0.04,0,0,0.04,0
Capcom Fighting Evolution,2005,0.04,0.03,0.01,0,0
XCOM 2,2016,0.04,0.01,0.02,0,0.01
Company of Heroes: Opposing Fronts,2007,0.04,0.01,0.03,0,0.01
Novastorm,1995,0.04,0.02,0.02,0,0
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2012,0.04,0,0,0.04,0
PopCap Arcade Vol 1,2007,0.04,0.04,0,0,0
Dead Ball Zone,1998,0.04,0.02,0.02,0,0
NBA in the Zone 2000,2000,0.04,0.04,0,0,0
Men of War: Vietnam,2011,0.04,0,0.03,0,0.01
NBA In The Zone '99,1998,0.04,0.04,0,0,0
Winning Post World 2010,2010,0.04,0,0,0.04,0
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,2010,0.04,0,0,0.04,0
SWAT: Target Liberty,2007,0.04,0.03,0,0,0
OutRun 2006: Coast 2 Coast,2006,0.04,0.03,0.01,0,0.01
Haunted Casino,1996,0.04,0,0,0.04,0
World Series Baseball,1994,0.04,0,0,0.04,0
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,2012,0.04,0,0,0.04,0
Aeon Flux,2005,0.04,0.02,0.02,0,0.01
Chicken Blaster,2009,0.04,0.04,0,0,0
Summer Challenge: Athletics Tournament,2011,0.04,0,0.03,0,0.01
S.Y.K Renshouden Portable,2011,0.04,0,0,0.04,0
Metal Max Returns,1995,0.04,0,0,0.04,0
Shattered Union,2005,0.04,0.03,0.01,0,0
Off-Road Drive,2011,0.04,0,0.03,0,0.01
Hanaoni: Yume no Tsudzuki,2012,0.04,0,0,0.04,0
Mat Hoffman's Pro BMX 2,2002,0.04,0.03,0.01,0,0
Unchained Blades,2011,0.04,0,0,0.04,0
Harley-Davidson: Road Trip,2010,0.04,0.04,0,0,0
Gal*Gun,2011,0.04,0,0,0.04,0
GoGo's Crazy Bones,2012,0.04,0,0.04,0,0
MLB 2K12 / NBA 2K12 Combo Pack,2012,0.04,0.04,0,0,0
Grand Theft Auto: Vice City,2003,0.04,0,0.03,0,0.01
NHL Hitz Pro,,0.04,0.03,0.01,0,0
Ookami Kakushi,2009,0.04,0,0,0.04,0
Zen-Nippon GT Senshuken,1995,0.04,0,0,0.04,0
North American Hunting Extravaganza 2,2010,0.04,0.03,0,0,0
City Builder,2010,0.04,0.04,0,0,0
PD Ultraman Battle Collection 64,1999,0.04,0,0,0.04,0
Monaco Grand Prix,1999,0.04,0.03,0.01,0,0
Worms Armageddon,1999,0.04,0.03,0.01,0,0
Rally Challenge 2000,1999,0.04,0.03,0.01,0,0
Looney Tunes Duck Dodgers Starring: Daffy Duck,2000,0.04,0.03,0.01,0,0
Superman: Countdown to Apokolips,2003,0.04,0.03,0.01,0,0
Deadly Arts,1998,0.04,0.03,0.01,0,0
Kikou Heidan J-Phoenix 2,2003,0.04,0,0,0.04,0
Sengoku Musou 3 Z Special,2012,0.04,0,0,0.04,0
Dragon's Lair 3D: Return to the Lair,2002,0.04,0.03,0.01,0,0
Harukanaru Toki no Naka de 5,2011,0.04,0,0,0.04,0
Meteos: Disney Magic,2007,0.04,0.01,0.02,0,0
Worms 4: Mayhem,2005,0.04,0.03,0.01,0,0
Resident Evil: Operation Raccoon City,2012,0.04,0,0.03,0,0.01
Winning Post 7 2012,2012,0.04,0,0,0.04,0
Samurai Warriors 2: Empires,2007,0.04,0.03,0,0.01,0
Super Black Bass Fishing,2005,0.04,0.04,0,0,0
Point Blank 2,1998,0.04,0.02,0.02,0,0
Who Wants to Be a Millionaire: 3rd Edition,2010,0.04,0.04,0,0,0
Test Drive: Ferrari Legends,2012,0.04,0.04,0,0,0
Saru! Get You! Pipo Saru Senki,2009,0.04,0,0,0.04,0
Infamous: First Light,2014,0.04,0,0.03,0,0.01
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,2013,0.04,0,0,0.04,0
Imabikisou,2007,0.04,0,0,0.04,0
Logic Machines,2009,0.04,0.04,0,0,0
One Piece: Burning Blood,2016,0.04,0.03,0.01,0,0
Hakuouki: Reimeiroku Portable,2011,0.04,0,0,0.04,0
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,2008,0.04,0,0,0.04,0
Antz Extreme Racing,2002,0.04,0.02,0.02,0,0.01
Motto TOEIC Test DS Training,2008,0.04,0,0,0.04,0
Super Robot Gakuen,2009,0.04,0,0,0.04,0
Atelier Iris 3: Grand Phantasm (JP Sales),2006,0.04,0,0,0.04,0
Terraria,2014,0.04,0,0.04,0,0
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,2014,0.04,0,0,0.04,0
Empire Earth III,2007,0.04,0,0.03,0,0.01
Mike Tyson Boxing,2002,0.04,0.03,0.01,0,0
Jojo's Fashion Show: Design in a Dash!,2009,0.04,0.04,0,0,0
The Legend of Heroes: Trails in the Sky First Chapter,2012,0.04,0,0,0.04,0
Go Diego Go!: Safari Rescue,2008,0.04,0.02,0.02,0,0.01
Deal or No Deal: Special Edition,2010,0.04,0.04,0,0,0
Clannad,2006,0.04,0,0,0.04,0
Nobunaga's Ambition: Sphere of Influence,2014,0.04,0.03,0,0,0.01
Fisherman's Challenge,2003,0.04,0.02,0.02,0,0.01
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,2009,0.04,0,0,0.04,0
Akko ni Omakase! Brain Shock,2006,0.04,0,0,0.04,0
Mission: Impossible - Operation Surma,2003,0.04,0.03,0.01,0,0
Guild Wars Trilogy,2005,0.04,0,0.03,0,0.01
Patrician IV,2010,0.04,0.03,0,0,0
Deadliest Warrior: Ancient Combat,2012,0.04,0.04,0,0,0
King of Fighters: Maximum Impact Regulation A,2007,0.04,0,0,0.04,0
Who Wants to be a Millionaire: 1st Edition,2007,0.04,0,0.04,0,0
Star Ocean 5: Integrity and Faithlessness,2016,0.04,0,0,0.04,0
Date A Live: Rine Utopia,2013,0.04,0,0,0.04,0
CSI: Fatal Conspiracy,2010,0.04,0,0.03,0,0.01
Durarara!! 3way Standoff: Alley,2011,0.04,0,0,0.04,0
Surf's Up,2007,0.04,0.03,0,0,0
Fritz Chess,2009,0.04,0,0.03,0,0.01
The Da Vinci Code,2006,0.04,0.03,0.01,0,0
Famicom Mini: Clu Clu Land,2004,0.04,0,0,0.04,0
Astro Boy: The Video Game,2009,0.04,0.04,0,0,0
Metal Slug XX,2009,0.04,0.03,0,0,0
Sacred Blaze,2009,0.04,0,0,0.04,0
Rollin' Rascals,2009,0.04,0.04,0,0,0
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,2007,0.04,0,0,0.04,0
Thoroughbred Breeder II Plus,1995,0.04,0,0,0.04,0
Pure Pinball,2004,0.04,0.03,0.01,0,0
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,2011,0.04,0,0,0.04,0
Zac to Ombra: Maboroshi no Yuuenchi,2010,0.04,0,0,0.04,0
Resident Evil: Revelations,2013,0.04,0,0.03,0,0.01
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,2010,0.04,0,0,0.04,0
Shadow of the Colossus,2011,0.04,0,0,0.04,0
Phantom Breaker,2011,0.04,0.02,0,0.02,0
Gummy Bears Mini Golf,2010,0.04,0.04,0,0,0
Brothers In Arms DS,2007,0.04,0.03,0,0,0
Valhalla Knights 2: Battle Stance,2009,0.04,0,0,0.04,0
99 no Namida,2008,0.04,0,0,0.04,0
Clannad,2008,0.04,0,0,0.04,0
Cyber Troopers Virtual-On Marz,2003,0.04,0.02,0.01,0,0
Headhunter: Redemption,2004,0.04,0.02,0.01,0,0
Ookami to Koushinryou: Boku to Horo no Ichinen,2008,0.04,0,0,0.04,0
Bomberman: Act Zero,2006,0.04,0.04,0,0,0
Stuntman,2003,0.04,0.03,0.01,0,0
Time Travelers,2012,0.04,0,0,0.04,0
Burnout Paradise: The Ultimate Box,2009,0.04,0,0.03,0,0
The Chase: Felix Meets Felicity,2009,0.04,0.04,0,0,0
Stoked: Big Air Edition,2009,0.04,0.02,0.02,0,0
Syndicate Wars,1997,0.04,0.02,0.01,0,0
Castlevania: Lords of Shadow 2,2014,0.04,0.01,0.03,0,0
Draglade (JP sales),2007,0.04,0,0,0.04,0
Herc's Adventures,1997,0.04,0.02,0.01,0,0
Tiger Woods PGA Tour Golf,2002,0.04,0.03,0.01,0,0
Twin Strike: Operation Thunder,2008,0.04,0.04,0,0,0
BlazBlue: Chrono Phantasma Extend,2015,0.04,0,0,0.04,0
All Points Bulletin,2010,0.04,0,0.03,0,0.01
Romance of the Three Kingdoms 13,2015,0.04,0,0,0.04,0
The Movies,2005,0.04,0.01,0.03,0,0.01
SuperCar Challenge,2009,0.04,0,0.03,0,0.01
Dreamfall: The Longest Journey,2006,0.04,0.03,0.01,0,0
The Sims 4: Spa Day,2015,0.04,0,0.04,0,0
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,1995,0.04,0,0,0.04,0
Yuki Yuna is a Hero: Memory of the Forest,2015,0.04,0,0,0.04,0
JASF: Jane's Advanced Strike Fighters,2011,0.04,0.02,0.01,0,0
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,2005,0.04,0,0,0.04,0
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,2010,0.04,0,0,0.04,0
Zatch Bell! Mamodo Fury,2005,0.04,0.03,0.01,0,0
Dora's Big Birthday Adventure,2010,0.04,0.02,0.01,0,0
PopStar Guitar,2008,0.04,0.02,0.01,0,0
Haikyu!! Cross Team Match!,2016,0.04,0,0,0.04,0
NHL Blades of Steel 2000,1999,0.04,0.02,0.01,0,0
Outlaw Volleyball Remixed,2004,0.04,0.02,0.01,0,0
The Adventures of Darwin,2006,0.04,0.01,0,0.03,0
Scarface: The World is Yours,2006,0.04,0.01,0.02,0,0.01
Blood Bowl,2009,0.04,0.01,0.02,0,0.01
FIFA World Cup Germany 2006,2006,0.04,0.03,0,0,0
Supreme Commander: Forged Alliance,2007,0.04,0.01,0.02,0,0.01
Klonoa Heroes: Densetsu no Star Medal,2002,0.04,0,0,0.04,0
Hyperdimension Neptunia Victory II,2015,0.04,0,0,0.04,0
Pajama Sam: You are What You Eat From Your Head to Your Feet,2001,0.04,0.02,0.01,0,0
Sid Meier's Railroads!,2006,0.04,0.01,0.03,0,0.01
Jig-A-Pix: Pets,2009,0.04,0.03,0,0,0
Brothers: A Tale of Two Sons,2015,0.04,0.03,0.01,0,0
Warhammer: Dark Omen,1998,0.04,0.02,0.01,0,0
Mobile Suit Gundam: Mokuba no Kiseki,2012,0.04,0,0,0.04,0
Denki Blocks!,2001,0.04,0.03,0.01,0,0
A Ressha de Ikou DS,2009,0.04,0,0,0.04,0
Harukanaru Toki no Naka de 4: Aizouban,2010,0.04,0,0,0.04,0
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,2015,0.04,0,0,0.04,0
Colin McRae Rally 3,2002,0.04,0.03,0.01,0,0
Ballistic,1999,0.04,0.02,0.01,0,0
Paddington: Adventures in London,2015,0.04,0,0.04,0,0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,0.04,0,0,0.04,0
Caesar IV,2006,0.04,0,0.03,0,0.01
Sega Rally 2006,,0.04,0,0,0.04,0
Song of the Deep,2016,0.04,0.03,0,0,0
I'm A Celebrity: Get Me Out of Here!,2009,0.04,0,0.04,0,0
Gundam Battle Online,2001,0.04,0,0,0.04,0
Harry Potter and the Order of the Phoenix,2007,0.04,0,0.03,0,0.01
Shonen Jump's One Piece: Grand Adventure,2006,0.04,0.03,0.01,0,0
Holly Hobbie & Friends,2007,0.04,0.04,0,0,0
Kevin Van Dam: Big Bass Challenge,2010,0.04,0.04,0,0,0
Stolen,2005,0.04,0.02,0.01,0,0
Monster High: New Ghoul in School,2015,0.04,0,0.04,0,0
Glacier2,2009,0.04,0.04,0,0,0
Rugby Challenge 3,2016,0.04,0,0.03,0,0.01
Memories Off 6: T-Wave,2008,0.04,0,0,0.04,0
Superstars V8 Racing,2009,0.04,0,0.02,0,0.01
Halo: Combat Evolved,2003,0.04,0.01,0.02,0,0.01
Hatsune Miku: Project Diva X,2016,0.04,0.01,0,0.02,0
Bullet Girls 2,2016,0.04,0,0,0.04,0
Famicom Remix Best Choice,2015,0.04,0,0,0.04,0
Pro Race Driver,2003,0.04,0.03,0.01,0,0
Sleepover Party,2009,0.04,0.03,0,0,0
100 Classic Games,2011,0.04,0,0.03,0,0
Ide Yosuke no Mahjong Kazoku,1995,0.04,0,0,0.04,0
Richard Burns Rally,2004,0.04,0,0.03,0,0.01
WRC: FIA World Rally Championship,2005,0.04,0.02,0.01,0,0.01
Quiz Mobile Gundam: Toi Senshi DX,2006,0.04,0,0,0.04,0
R-Type Command (correct US sales),2007,0.04,0.04,0,0,0
E.T. The Extra-Terrestrial: Interplanetary Mission,2001,0.04,0.02,0.01,0,0
Story Hour: Fairy Tales,2008,0.04,0.04,0,0,0
Dynasty Warriors Vol. 2 (JP sales),2006,0.04,0,0,0.04,0
Countdown Vampires,1999,0.04,0.02,0.01,0,0
Crypt Killer,1997,0.04,0.02,0.01,0,0
Tokumei Sentai Go-Busters,2012,0.04,0,0,0.04,0
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002,0.04,0,0,0.04,0
The Treasures of Montezuma,2010,0.04,0.02,0.02,0,0
Saints Row 2,2009,0.04,0,0.03,0,0.01
Harry Potter and the Prisoner of Azkaban,2004,0.04,0,0.03,0,0.01
Battle Hunter,1999,0.04,0.02,0.01,0,0
PO'ed,1996,0.04,0.02,0.01,0,0
Heathcliff! Frantic Foto,2010,0.04,0.04,0,0,0
Adidas Power Soccer,1996,0.04,0.02,0.01,0,0
LEGO Jurassic World,2015,0.04,0,0.04,0,0
Secret Files 2: Puritas Cordis,2009,0.04,0,0.03,0,0.01
Darklight Conflict,1997,0.04,0.02,0.01,0,0
Dragon Ball: Advanced Adventure,2004,0.04,0.03,0.01,0,0
Art of Fighting 3: The Path of the Warrior,1996,0.04,0,0,0.04,0
Rabbids Land,2012,0.04,0.02,0.01,0,0
Civilization Beyond Earth: Rising Tide,2015,0.04,0,0.04,0,0
The Ripping Friends,2002,0.04,0.03,0.01,0,0
Rodea the Sky Soldier,2015,0.04,0.03,0,0,0
Konami Arcade Classics,1999,0.04,0.02,0.01,0,0
Hunter x Hunter: Wonder Adventure,2012,0.04,0,0,0.04,0
Super Army War,2005,0.04,0.03,0.01,0,0
Ao no Exorcist: Genkoku no Labyrinth,2012,0.04,0,0,0.04,0
Don Bradman Cricket 14,2015,0.04,0,0.04,0,0
Echo Night Beyond,2004,0.04,0.02,0.01,0,0
Minna no Chizu,2006,0.04,0,0,0.04,0
Doom II: Hell on Earth,2002,0.04,0.03,0.01,0,0
Taikou Risshiden V,2009,0.04,0,0,0.04,0
Shin Hayarigami,2014,0.04,0,0,0.04,0
Jikkyou Powerful Major League,2006,0.04,0,0,0.04,0
Train Simulator 2016,2015,0.04,0,0.04,0,0
Corpse Party: Blood Covered - Repeated Fear,2015,0.04,0,0,0.04,0
Suzumiya Haruhi no Tsuisou,2011,0.04,0,0,0.04,0
Zoo Hospital,2007,0.04,0.03,0,0,0
Evolution Skateboarding,2002,0.04,0.03,0.01,0,0
Greg Hastings' Tournament Paintball Max'd,2006,0.04,0.03,0,0,0
The Idolm@ster: Must Songs - Red Board / Blue Board,2015,0.04,0,0,0.04,0
Jikkyou World Soccer 2002,2002,0.04,0,0,0.04,0
Tenshou Gakuen Gekkouroku,2006,0.04,0,0,0.04,0
Ski-Doo Snowmobile Challenge,2009,0.04,0.03,0,0,0
Aquanaut's Holiday: Kakusareta Kiroku,2008,0.04,0,0,0.04,0
Real Soccer 2008,2007,0.04,0.03,0,0,0
Little Red Riding Hood's Zombie BBQ,2008,0.04,0.03,0,0,0
Texas Hold 'Em Poker DS,2005,0.04,0.03,0,0,0
DuckTales: Remastered,2013,0.04,0.03,0,0,0
APB Reloaded,2011,0.04,0.02,0.01,0,0
Railroad Tycoon 3,2003,0.04,0,0.03,0,0.01
Magical Starsign (JP sales),2006,0.04,0,0,0.04,0
Big Mutha Truckers,2005,0.04,0.03,0.01,0,0
DT Carnage,2009,0.04,0.03,0,0,0
Resident Evil 6,2016,0.04,0.03,0,0,0
Teenage Zombies: Invasion of the Alien Brain Thingys,2008,0.04,0.03,0,0,0
Ar Nosurge: Ode to an Unborn Star,2014,0.04,0,0,0.04,0
Warriors Orochi 3,2014,0.04,0.01,0.03,0,0
Monster High: New Ghoul in School,2015,0.04,0,0.03,0,0
Ragnarok Odyssey,2014,0.04,0.03,0.01,0,0.01
Rugby 08,2007,0.04,0.02,0.01,0,0
GoPets: Vacation Island,2008,0.04,0.03,0,0,0
Pia Carrot e Youkoso!! 2.5,2008,0.04,0,0,0.04,0
Cy Girls,2004,0.04,0.02,0.01,0,0
The Sum of All Fears,2002,0.04,0.03,0.01,0,0
Da Capo I & II Plus Situation Portable,2010,0.04,0,0,0.04,0
World of Tanks,,0.04,0,0.03,0,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,2010,0.04,0,0,0.04,0
Bubble Bobble Double Shot,2007,0.04,0.03,0,0,0
Minority Report: Everybody Runs,2002,0.04,0.03,0.01,0,0
Monster Hunter Frontier Online: Season 9.0,2010,0.04,0,0,0.04,0
Winning Post 8,2014,0.04,0,0,0.04,0
C.O.R.E.,2009,0.04,0.03,0,0,0
Garfield: The Search for Pooky,2003,0.04,0.03,0.01,0,0
Rugby World Cup 2015,2015,0.04,0,0.03,0,0.01
Galaxy Fight,1994,0.04,0,0,0.04,0
Chaos Wars,2006,0.04,0,0,0.04,0
Steambot Chronicles,2005,0.04,0.02,0.01,0,0
Toki no Kizuna: Sekigahara Kitan,2012,0.04,0,0,0.04,0
Mr. Driller,1999,0.04,0.02,0.01,0,0
Norn9: Norn + Nonette,2013,0.04,0,0,0.04,0
Super Hero Generation,2014,0.04,0,0,0.04,0
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,2007,0.04,0,0,0.04,0
Gumby vs. the Astrobots,2005,0.04,0.03,0.01,0,0
Trine 2,2011,0.04,0,0.03,0,0.01
Doraemon: Shin Nobita no Nihon Tanjou,2016,0.04,0,0,0.04,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008,0.04,0,0,0.04,0
Worms: Ultimate Mayhem,2011,0.04,0,0.03,0,0
Scaler,2004,0.04,0.03,0.01,0,0
